StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Prolific-ID,Q3,Q4,Q5_1,Q5_2,Q5_7,Q6,Q7,Q8,Q9,Q9_9_TEXT,Q10,Q10_11_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_7_TEXT,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q33_4_TEXT,Q34,Q35,PROLIFIC_PID
2024-09-30 15:39:29,2024-09-30 15:44:22,IP Address,51.9.216.189,100,292,True,2024-09-30 15:44:22,R_8pg1YXaIMxWy8GR,,,,,53.4142,-2.228,anonymous,EN,Yes,66b09830c88f8a7b1d9a6295,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I have used them occasionally.",5,3,2,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,OpenAI API,Microsoft Copilot",,"Automating repetitive tasks,Enhancing productivity or workflow,Research and development,Improving software or product development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,1-3 hours,Text generation,"Hands-on practice through projects or assignments,Reading documentation or manuals",,"Lack of time,Lack of support from management or organization",,"Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Might or might not,Probably not,Probably not,Probably yes,Software,Engineering,50-100 employees,I do not know,United Kingdom of Great Britain and Northern Ireland,Male,,Bachelor's degree,25-34 years old,66b09830c88f8a7b1d9a6295
2024-09-30 15:35:04,2024-09-30 15:44:32,IP Address,41.161.81.226,100,567,True,2024-09-30 15:44:32,R_839zEUgvnvSaD6v,,,,,-26.5387,29.9857,anonymous,EN,Yes,60a1174abb457bdb79bd6569,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,0,0,Somewhat confident,Iâ€™m not sure.,Rarely,"ChatGPT,None of the above",,Research and development,,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Text generation,Image generation","Self-paced online courses,Hands-on practice through projects or assignments",,Lack of time,,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Very comfortable,Probably yes,Might or might not,Definitely not,Probably yes,Legal Services,Legal,Fewer than 10 employees,Less than â‚¬1 million,South Africa,Female,,Master's degree,25-34 years old,60a1174abb457bdb79bd6569
2024-09-30 15:39:31,2024-09-30 15:44:39,IP Address,196.22.203.71,100,307,True,2024-09-30 15:44:39,R_2F5kvgq77uzKyfb,,,,,-29.9056,30.9405,anonymous,EN,Yes,65772ef1a7705a1c7bc14347,I am aware of AI but I haven't used any AI tools,Rarely,7,0,0,Not confident,Iâ€™m not sure.,"No, I do not use them at work.",None of the above,,None of the above,,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Text generation,Image generation","Self-paced online courses,Watching video tutorials",,"Lack of time,Lack of access to resources or training,Lack of support from management or organization",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Definitely yes,Definitely yes,Definitely yes,Might or might not,Finance and Insurance,Finance & Accounting,10-49 employees,â‚¬1 million to â‚¬5 million,South Africa,Male,,Bachelor's degree,25-34 years old,65772ef1a7705a1c7bc14347
2024-09-30 15:39:46,2024-09-30 15:44:43,IP Address,185.48.100.182,100,296,True,2024-09-30 15:44:43,R_2odLfwBu71f1Nb4,,,,,51.5532,3.8072,anonymous,EN,Yes,66cddb29e965d96c30a6dd3d,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",7,5,2,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard",,"Generating content (e.g., text, images, code)",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,Less than 1 hour,"Text generation,Image generation",Hands-on practice through projects or assignments,,"Lack of time,Lack of support from management or organization",,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Probably not,Probably not,Might or might not,"Education (K-12, College, University, Adult)",Operations,10-49 employees,Less than â‚¬1 million,Netherlands,Male,,Master's degree,25-34 years old,66cddb29e965d96c30a6dd3d
2024-09-30 15:36:50,2024-09-30 15:44:51,IP Address,41.144.68.237,100,480,True,2024-09-30 15:44:51,R_8y276sHLfI3065T,,,,,-29.8556,31.0449,anonymous,EN,Yes,66afbfddc44aecf894d3ee07,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",9,0,3,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,OpenAI API,Other","canva, meta ai, jenni","Generating content (e.g., text, images, code),Data analysis and insights,Enhancing productivity or workflow,Research and development",,"Yes, I see significant issues or concerns with using AI in my role.",Not very interested,Less than 1 hour,Image generation,Self-paced online courses,,"Lack of time,Other",concern for lack of originality,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Extremely satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat uncomfortable,Definitely yes,Probably not,Definitely not,Definitely yes,"Agriculture, Forestry, Fishing and Hunting",Administrative,Fewer than 10 employees,"Less than â‚¬500,000",South Africa,Female,,Bachelor's degree,25-34 years old,66afbfddc44aecf894d3ee07
2024-09-30 15:38:28,2024-09-30 15:44:55,IP Address,102.32.5.121,100,387,True,2024-09-30 15:44:56,R_8BSrx4gxqIwNWff,,,,,-26.2309,28.0583,anonymous,EN,Yes,66aa88fbd0e11b18df1885b0,I am aware of AI but I haven't used any AI tools,"No, I have not used them.",3,3,3,Neutral,Iâ€™m not sure.,"No, I do not use them at work.",None of the above,,None of the above,,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Watching video tutorials",,Lack of time,,"Yes, there is sufficient support and resources for training.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Extremely satisfied,AI tools are not being used in my company,Neutral,Definitely yes,Definitely yes,Definitely not,Might or might not,Information Services and Data Processing,IT & Technical Support,50-100 employees,â‚¬10 million to â‚¬50 million,South Africa,Female,,Master's degree,18-24 years old,66aa88fbd0e11b18df1885b0
2024-09-30 15:36:44,2024-09-30 15:45:03,IP Address,41.145.195.212,100,498,True,2024-09-30 15:45:03,R_2NQzJqNx1jBVpWd,,,,,-26.2309,28.0583,anonymous,EN,Yes,6676d9896e61a67cf6987362,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,3,3,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,Microsoft Copilot",,"Automating repetitive tasks,Customer support (e.g., chatbots),Research and development,Decision-making assistance,Improving software or product development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,3-5 hours,"Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,One-on-one mentoring or coaching,Reading documentation or manuals,Watching video tutorials",,"Lack of time,Lack of access to resources or training,Uncertainty about where to start",,"Some support is provided, but it's limited.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has significantly improved my job satisfaction",Somewhat comfortable,Probably yes,Probably yes,Might or might not,Probably yes,Healthcare and Pharmaceuticals,Other,50-100 employees,â‚¬10 million to â‚¬50 million,South Africa,Male,,Master's degree,25-34 years old,6676d9896e61a67cf6987362
2024-09-30 15:37:51,2024-09-30 15:45:09,IP Address,102.66.208.254,100,437,True,2024-09-30 15:45:09,R_8fxFVdsua0jxqNk,,,,,-26.5849,27.8261,anonymous,EN,Yes,65e2025fc4de67d74ba271f2,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",6,5,5,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard,Microsoft Copilot",,"Automating repetitive tasks,Data analysis and insights,Customer support (e.g., chatbots),Research and development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Watching video tutorials",,Fear of AI replacing jobs,,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has slightly improved my job satisfaction",Neutral,Definitely yes,Definitely yes,Probably yes,Probably not,Information Services and Data Processing,Engineering,50-100 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Master's degree,18-24 years old,65e2025fc4de67d74ba271f2
2024-09-30 15:38:18,2024-09-30 15:45:26,IP Address,196.32.248.23,100,428,True,2024-09-30 15:45:27,R_2sLRxplEL0Ua0HT,,,,,-29.9056,30.9405,anonymous,EN,Yes,66b0842a2f9a95e0435d496e,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",8,6,6,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,DALLÂ·E,OpenAI API,Microsoft Copilot,Jasper",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Data analysis and insights,Customer support (e.g., chatbots),Enhancing productivity or workflow,Personalization of products/services,Research and development,Improving software or product development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,5-10 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Reading documentation or manuals,Watching video tutorials",,"Lack of time,Lack of access to resources or training",,"Some support is provided, but it's limited.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Probably yes,Definitely yes,Definitely yes,Construction,Engineering,50-100 employees,More than â‚¬50 million,South Africa,Female,,Bachelor's degree,25-34 years old,66b0842a2f9a95e0435d496e
2024-09-30 15:35:58,2024-09-30 15:45:35,IP Address,31.46.245.70,100,576,True,2024-09-30 15:45:35,R_2QhsZHJlac6A0Wl,,,,,47.5636,19.0947,anonymous,EN,Yes,5e270ffbfec77b000db5e0c8,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",4,2,0,Not very confident,"Yes, I am allowed to use it without restrictions.",Rarely,"ChatGPT,Microsoft Copilot,Other",DeepL,"Generating content (e.g., text, images, code),Enhancing productivity or workflow,Research and development,Other",Translation,"Yes, I see significant issues or concerns with using AI in my role.",Neutral,I would prefer one-time learning dedication (not weekly recurring),"Text generation,Image generation","Self-paced online courses,Instructor-led workshops or webinars,Watching video tutorials",,"Lack of time,Lack of access to resources or training,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Neither satisfied nor dissatisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Definitely yes,Probably yes,Probably not,Probably yes,Scientific or Technical Services,Research & Development,50-100 employees,I do not know,Hungary,Female,,Doctoral degree,35-44 years old,5e270ffbfec77b000db5e0c8
2024-09-30 15:38:46,2024-09-30 15:45:39,IP Address,110.137.195.246,100,413,True,2024-09-30 15:45:40,R_4X5yTOLejMh2WVr,,,,,-6.2114,106.8446,anonymous,EN,Yes,65f04571d48174aefd2817d0,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",8,4,1,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",ChatGPT,,"Automating repetitive tasks,Generating content (e.g., text, images, code),Data analysis and insights,Customer support (e.g., chatbots),Enhancing productivity or workflow,Research and development,Decision-making assistance",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,I would prefer one-time learning dedication (not weekly recurring),"Text generation,Speech generation","Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Reading documentation or manuals,Watching video tutorials",,"Fear of AI replacing jobs,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","No, it is not very important.",Somewhat dissatisfied,"No, AI has slightly decreased my job satisfaction",Neutral,Definitely yes,Probably not,Probably not,Might or might not,"Arts, Entertainment, and Recreation",Executive & Management,10-49 employees,"Less than â‚¬500,000",Indonesia,Female,,Bachelor's degree,25-34 years old,65f04571d48174aefd2817d0
2024-09-30 15:35:31,2024-09-30 15:45:43,IP Address,41.144.98.41,100,611,True,2024-09-30 15:45:43,R_25MxTAby4Gsgg97,,,,,-29.8556,31.0449,anonymous,EN,Yes,6697ecff25ee5f53c257ca44,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",10,7,5,Confident,"Yes, but there are some restrictions or guidelines.","No, I do not use them at work.","Google Bard,Microsoft Copilot",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Data analysis and insights,Customer support (e.g., chatbots),Enhancing productivity or workflow",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,More than 10 hours,"Text generation,Image generation,Speech generation",Self-paced online courses,,Lack of time,,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Neither satisfied nor dissatisfied,AI has no impact on my job satisfaction,Very comfortable,Definitely yes,Definitely yes,Definitely not,Definitely yes,Finance and Insurance,Executive & Management,More than 250 employees,I do not know,South Africa,Female,,Bachelor's degree,25-34 years old,6697ecff25ee5f53c257ca44
2024-09-30 15:37:18,2024-09-30 15:45:43,IP Address,148.201.210.83,100,505,True,2024-09-30 15:45:44,R_5rB29kFdHFo7FB0,,,,,20.5758,-103.3833,anonymous,EN,Yes,613ac4fcfa4b7e01abd45dc7,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",8,4,1,Somewhat confident,"No, it is banned at my workplace.","Yes, I have used them occasionally for work.","ChatGPT,OpenAI API",,"Data analysis and insights,Enhancing productivity or workflow",,"Yes, I see significant issues or concerns with using AI in my role.",Somewhat interested,1-3 hours,Text generation,Hands-on practice through projects or assignments,,"Lack of time,Lack of access to resources or training,Fear of AI replacing jobs",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat uncomfortable,Probably yes,Probably not,Might or might not,Probably yes,Healthcare and Pharmaceuticals,Operations,50-100 employees,â‚¬5 million to â‚¬10 million,Mexico,Female,,High school diploma or equivalent,18-24 years old,613ac4fcfa4b7e01abd45dc7
2024-09-30 15:39:03,2024-09-30 15:45:47,IP Address,156.155.20.120,100,404,True,2024-09-30 15:45:48,R_8ezPvX4StTF94gU,,,,,-33.9672,25.5785,anonymous,EN,Yes,650ac282d9578d72800bf303,"I can use AI tools such as ChatGPT, but I cannot code","No, I have not used them.",6,5,2,Not very confident,"Yes, but there are some restrictions or guidelines.",Rarely,Other,teams read ai,"Generating content (e.g., text, images, code),Data analysis and insights",,"Yes, I see significant issues or concerns with using AI in my role.",Somewhat interested,Less than 1 hour,Image generation,"Self-paced online courses,Watching video tutorials",,"Lack of time,Concern that AI may not be relevant to my role,Fear of AI replacing jobs",,"Yes, there is sufficient support and resources for training.","No, I have not participated, but such opportunities were offered within the last year.","No, it is not very important.",Neither satisfied nor dissatisfied,AI has no impact on my job satisfaction,Somewhat uncomfortable,Might or might not,Might or might not,Definitely not,Probably not,Other,Operations,50-100 employees,I do not know,South Africa,Female,,Master's degree,35-44 years old,650ac282d9578d72800bf303
2024-09-30 15:39:11,2024-09-30 15:45:56,IP Address,187.190.170.242,100,405,True,2024-09-30 15:45:57,R_3MvszF6VBq0rdUB,,,,,25.7311,-100.3306,anonymous,EN,Yes,66a7f19f4d8c7e780c56d280,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",9,7,7,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.",ChatGPT,,"Generating content (e.g., text, images, code),Data analysis and insights,Predictive analytics and forecasting,Research and development,Decision-making assistance",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,3-5 hours,"Image generation,Speech generation",Watching video tutorials,,Lack of time,,"Some support is provided, but it's limited.",Iâ€™m not sure,"Yes, it is somewhat important.",Extremely satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Definitely yes,Probably yes,Probably not,Probably yes,Manufacturing and Engineering,Engineering,50-100 employees,â‚¬1 million to â‚¬5 million,Mexico,Male,,Bachelor's degree,18-24 years old,66a7f19f4d8c7e780c56d280
2024-09-30 15:37:01,2024-09-30 15:46:07,IP Address,41.145.192.129,100,545,True,2024-09-30 15:46:07,R_2Axdw70I1MRMYmZ,,,,,-26.2309,28.0583,anonymous,EN,Yes,6166e283ad10722d3fb0f62c,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,2,5,Neutral,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,DALLÂ·E",,"Automating repetitive tasks,Customer support (e.g., chatbots),Decision-making assistance",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,1-3 hours,"Text generation,Image generation","Reading documentation or manuals,Watching video tutorials",,Difficulty understanding the concepts,,"Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Definitely yes,Probably yes,Probably not,Probably yes,Legal Services,Legal,50-100 employees,Less than â‚¬1 million,South Africa,Male,,Bachelor's degree,18-24 years old,6166e283ad10722d3fb0f62c
2024-09-30 15:37:40,2024-09-30 15:46:11,IP Address,81.161.78.167,100,511,True,2024-09-30 15:46:12,R_8Ea7g9vMB2feCzl,,,,,49.0342,17.6548,anonymous,EN,Yes,5b8d7d77b1b22d00017e2daf,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,3,2,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,Microsoft Copilot",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Enhancing productivity or workflow,Improving software or product development",,"No, I donâ€™t see any problems with using AI in my role.",Somewhat interested,1-3 hours,"Text generation,Image generation,Speech generation","Hands-on practice through projects or assignments,Watching video tutorials",,Lack of time,,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Extremely satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Probably yes,Definitely not,Probably yes,Information Services and Data Processing,IT & Technical Support,10-49 employees,â‚¬5 million to â‚¬10 million,Czech Republic,Male,,Bachelor's degree,25-34 years old,5b8d7d77b1b22d00017e2daf
2024-09-30 15:38:44,2024-09-30 15:46:17,IP Address,196.15.166.58,100,452,True,2024-09-30 15:46:18,R_8sX8biHT9wtowKH,,,,,-27.694,23.0506,anonymous,EN,Yes,66b8c106cc43c649a591c139,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",9,5,1,Not very confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",ChatGPT,,Predictive analytics and forecasting,,"Yes, I see significant issues or concerns with using AI in my role.",Somewhat interested,Less than 1 hour,Image generation,"Self-paced online courses,Instructor-led workshops or webinars",,"Lack of access to resources or training,Concern that AI may not be relevant to my role,Fear of AI replacing jobs",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Probably yes,Probably not,Definitely not,"Agriculture, Forestry, Fishing and Hunting",Other,10-49 employees,I do not know,South Africa,Female,,Bachelor's degree,45-54 years old,66b8c106cc43c649a591c139
2024-09-30 15:37:16,2024-09-30 15:46:20,IP Address,41.4.24.116,100,543,True,2024-09-30 15:46:20,R_25ZT13I5vV3M1Cr,,,,,-26.2309,28.0583,anonymous,EN,Yes,66a641e2a3ed1077a688a165,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",8,5,1,Not very confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",ChatGPT,,"Automating repetitive tasks,Customer support (e.g., chatbots)",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,1-3 hours,"Text generation,Image generation,Speech generation","Hands-on practice through projects or assignments,Watching video tutorials",,"Concern that AI may not be relevant to my role,Fear of AI replacing jobs",,"Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Probably yes,Might or might not,Might or might not,Probably yes,Transportation and Warehousing,Operations,50-100 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,45-54 years old,66a641e2a3ed1077a688a165
2024-09-30 15:37:37,2024-09-30 15:46:21,IP Address,41.246.130.188,100,523,True,2024-09-30 15:46:21,R_2YFJtwuqKuroDP1,,,,,-33.9506,25.6228,anonymous,EN,Yes,6139387d9b889ecc4f5ad022,"I can use AI tools such as ChatGPT, but I cannot code",Rarely,7,4,6,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",ChatGPT,,"Automating repetitive tasks,Data analysis and insights,Customer support (e.g., chatbots),Research and development",,"Yes, I see significant issues or concerns with using AI in my role.",Very interested,1-3 hours,Image generation,"Instructor-led workshops or webinars,Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Reading documentation or manuals",,"Lack of access to resources or training,Difficulty understanding the concepts,Lack of support from management or organization,Fear of AI replacing jobs,Uncertainty about where to start",,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,"No, AI has slightly decreased my job satisfaction",Very comfortable,Definitely yes,Definitely yes,AI tools are not being used in my company,Probably not,Legal Services,Administrative,10-49 employees,I do not know,South Africa,Female,,Bachelor's degree,25-34 years old,6139387d9b889ecc4f5ad022
2024-09-30 15:38:18,2024-09-30 15:46:21,IP Address,154.5.139.185,100,483,True,2024-09-30 15:46:21,R_67D84mKQj82fFap,,,,,49.2584,-123.1456,anonymous,EN,Yes,65ae50e9ff04b043c71edbfa,I am aware of AI but I haven't used any AI tools,"No, I have not used them.",3,0,0,Not very confident,"Yes, I am allowed to use it without restrictions.","No, I do not use them at work.",None of the above,,None of the above,,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,Text generation,Hands-on practice through projects or assignments,,Lack of time,,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Neither satisfied nor dissatisfied,AI has no impact on my job satisfaction,Neutral,Probably yes,Probably yes,Probably not,Might or might not,Construction,Operations,10-49 employees,I do not know,Canada,Male,,High school diploma or equivalent,35-44 years old,65ae50e9ff04b043c71edbfa
2024-09-30 15:40:08,2024-09-30 15:46:25,IP Address,105.245.163.91,100,377,True,2024-09-30 15:46:26,R_2bhf5u8akZpKPWV,,,,,-29.8556,31.0449,anonymous,EN,Yes,66d21513790da6a4e4da76c5,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,10,10,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard,Microsoft Copilot",,"Generating content (e.g., text, images, code),Customer support (e.g., chatbots),Research and development,Decision-making assistance",,"Yes, I see significant issues or concerns with using AI in my role.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Watching video tutorials",,Lack of access to resources or training,,"Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has slightly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Probably not,Probably yes,Construction,IT & Technical Support,50-100 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,25-34 years old,66d21513790da6a4e4da76c5
2024-09-30 15:38:20,2024-09-30 15:46:25,IP Address,105.1.180.149,100,485,True,2024-09-30 15:46:26,R_83Dwwf7t6iwA35f,,,,,-29.9056,30.9405,anonymous,EN,Yes,66b7726512260645748420b0,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",9,5,6,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard,Microsoft Copilot",,"Generating content (e.g., text, images, code),Customer support (e.g., chatbots)",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,I would prefer one-time learning dedication (not weekly recurring),"Image generation,Speech generation","Self-paced online courses,Watching video tutorials",,Lack of time,,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Neutral,Probably not,Probably yes,Definitely not,Might or might not,Hotel and Food Services,Administrative,10-49 employees,Less than â‚¬1 million,South Africa,Female,,Bachelor's degree,18-24 years old,66b7726512260645748420b0
2024-09-30 15:38:16,2024-09-30 15:46:26,IP Address,37.30.24.10,100,490,True,2024-09-30 15:46:27,R_80d7ZW5dV8GznyG,,,,,52.4333,16.9419,anonymous,EN,Yes,66913f5de0b10efeacb0f31b,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",9,7,1,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,DALLÂ·E",,"Generating content (e.g., text, images, code),Enhancing productivity or workflow",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,1-3 hours,Image generation,"Self-paced online courses,Watching video tutorials",,Lack of time,,Iâ€™m not sure.,"No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Definitely yes,Probably not,Definitely not,Might or might not,"Education (K-12, College, University, Adult)",Customer Service,I do not know,I do not know,Poland,Female,,Master's degree,18-24 years old,66913f5de0b10efeacb0f31b
2024-09-30 15:39:27,2024-09-30 15:46:27,IP Address,41.150.226.176,100,419,True,2024-09-30 15:46:27,R_2aP5HsQncNoAM0h,,,,,-26.2309,28.0583,anonymous,EN,Yes,665c74c0a74cc37cc0299d7c,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,5,10,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,Microsoft Copilot",,"Generating content (e.g., text, images, code),Data analysis and insights,Personalization of products/services,Decision-making assistance",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Reading documentation or manuals,Watching video tutorials",,No significant barriers,,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat dissatisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat uncomfortable,Probably yes,Probably yes,Might or might not,Might or might not,Publishing,Creative & Design,50-100 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,35-44 years old,665c74c0a74cc37cc0299d7c
