Start Time,End Time,Sentence
58:52.652,58:53.052,30000.
58:53.076,58:54.396,Esas tonterías ya no me gustan.
58:54.428,58:55.548,"Vale, cariño mío."
58:55.644,58:57.420,Gabriela me saca una sonrisa siempre.
58:57.460,59:00.892,"Y después de la hoguera que he tenido, pues la necesitaba aún más."
59:00.916,59:05.200,"Me carga la batería así, con mirarme me la he cargado ya al tope."
59:06.900,59:08.762,Y la tuya no ha hablado mal de ti.
59:08.916,59:10.046,¿Era lo que te esperabas?
59:10.078,59:10.890,Ni una.
59:11.910,59:12.638,"Bueno, mejor."
59:12.694,59:13.890,Pero estaba cerca.
59:18.550,59:20.750,Yo he dicho he dicho ya.
59:20.790,59:22.606,"Andrea, no puedo acercarme tanto."
59:22.798,59:24.250,Me voy a pegar más.
59:29.670,59:32.410,¿Creéis que vosotros habrán vetado a alguien también?
59:32.950,59:37.214,"Yo creo que si no vetan es a David o a mí, porque nuestras novias estarán locas."
59:37.342,59:39.422,Así que a ti te veo muy tranquilo.
59:39.486,59:45.326,"Va a ser Zaira o tú, egresado."
59:45.358,59:48.686,"Si tu novia es inteligente como tú, no la va a vetar ni de coña."
59:48.718,59:49.890,Mi novia está loca.
59:53.110,59:58.622,Ana es muy rabiosa y alguna vez actúa en plan negativa y nunca la he puesto tan al límite.
59:58.686,60:00.940,Veremos cómo cómo avanza la cosa.
60:09.040,60:09.992,Qué contento está.
60:10.096,60:11.704,"Sí, porque estaba súper preocupado."
60:11.752,60:12.980,Pero te he visto bien.
60:13.360,60:17.460,Gracias por tu vida.
60:19.600,60:23.660,"Quiero mi vida ya, no como amigo."
60:25.290,60:26.310,De momento.
60:39.370,60:43.202,Lo que estoy teniendo con Nápoles no lo estoy haciendo por venganza ni por despecho.
60:43.266,60:46.178,Es una persona que para mí es importante.
60:46.194,60:47.190,Sobre todo aquí.
60:50.410,60:52.030,No te veo bien.
60:52.890,61:05.016,A las nuestras no puedes venir de una hoguera y venir con una puta sonrisa y tan tranquila después de lo que has escuchado.
61:05.208,61:06.504,No venía tan tranquila.
61:06.552,61:10.940,"Lo que pasa que mi mente hace esto no lo he visto, esto no lo he escuchado."
61:12.160,61:13.896,Y todo borrado y ya está.
61:14.048,61:14.760,Muy bien.
61:14.880,61:15.944,Voy a abrir los ojos.
61:15.992,61:18.040,"Tía, yo sé lo que quiero que me demuestre."
61:18.120,61:25.730,"Ya, pero a veces cuando cuando te muestren cositas diferentes y te tocan la vibra jo, me miras más a la boca que a los ojos."
61:26.230,61:29.890,"Te miro a la boca porque te ríes, no porque te quiera besar."
61:30.550,61:31.710,¿Pero no me besarías?
61:31.790,61:32.410,No.
61:34.390,61:35.486,Tú eres mi tesis.
61:35.518,61:36.206,De verdad.
61:36.318,61:37.934,Pero quiero a mi novio.
61:38.062,61:42.654,"Qué necesitas ver cómo está follando, cómo tiene que dar un beso para ver el dolor que tiene cada persona."
61:42.702,61:45.330,Adri no va a caer fijo.
61:46.360,61:48.368,"Si Adri cae, me gano un beso."
61:48.464,61:49.380,Vale.
61:51.320,61:58.272,"Me duele que Adri puede estarla gustando ni que sea un poco Mónica, pero confío 100 % en Adri."
61:58.336,61:59.300,Convencida.
62:09.640,62:11.216,En la cama balines no hay nadie.
62:11.248,62:11.456,Vamos.
62:11.488,62:29.540,"Allí van a decir que estoy loco porque con lo del otro día reaccioné súper miedoso, asustadizo y hoy todo lo contrario."
62:30.920,62:33.300,A lo mejor está abriendo un poco los ojos.
62:35.160,62:37.670,"Pues puede ser, puede ser."
62:37.970,62:39.322,Y por otro lado estás tú.
62:39.386,62:43.562,¿Qué llegas con un terremoto?
62:43.706,62:44.138,¿Qué haces?
62:44.154,62:46.110,"¿Que me apetezca darte un beso, sabes?"
62:48.050,62:52.110,"Así, de la nada, porque sí, sonreír."
62:53.410,62:55.310,Y no por despecho ni nada.
62:55.730,62:59.070,"Es que es muy fuerte lo que transmite Mónica, de verdad."
63:00.050,63:01.910,Yo firmo por esta naturalidad.
63:02.010,63:04.126,"Firmo, te lo juro."
63:04.238,63:08.130,"Así, sencilla, risueña."
63:08.710,63:11.550,"¿Cuentas que te has tirado un peo y ya es gracioso, sabes?"
63:11.630,63:13.010,"Es que es así, tío."
63:30.990,63:33.050,No te muerda el labio.
63:39.630,63:41.410,Eres la más guapa de toda la vida.
63:45.070,63:49.686,"Por fuera, por dentro Mónica me lo está poniendo muy difícil."
63:49.798,63:51.606,Me da muchos abrazos.
63:51.718,63:52.970,Siento mucho su calor.
63:55.950,63:56.970,Peligro.
64:00.510,64:01.526,"Nico, a dormir."
64:01.558,64:16.810,"No, no me apetece ver las fotos de Rut."
64:17.390,64:18.694,Las he guardado en la maleta.
64:18.742,64:21.070,No tengo ganas de tenerla encima de mi mesa.
64:23.010,64:28.590,Siempre me acostaba dándole un beso a la foto y acariciando el amuleto que me dio.
64:28.930,64:33.070,"Pero viendo lo que estoy viendo, me apeteció quitarlas."
64:37.810,64:39.338,Miguel me ha hecho un anillo.
64:39.434,64:40.430,A verlo.
64:42.930,64:43.466,Mari.
64:43.498,64:44.090,¿Dónde vais?
64:44.170,64:44.490,A ver.
64:44.530,64:51.160,La niña me dice Este es el anillo para invitarte a París.
64:55.260,64:58.760,"¿No, pero ahora fuera de coña, ustedes creen que es una trola o que es verdad?"
64:59.500,65:00.772,Yo creo que no es una trola.
65:00.836,65:02.116,"Tía, que le gustas."
65:02.148,65:04.228,A mí me parece más real nivel que Zanetti.
65:04.244,65:06.724,"¿Es que Zanetti es tu amigo, no?"
65:06.892,65:18.270,"Ah, no, sí, tú con Zanetina, pero con Miguel yo creo que te puede la cerracia."
65:18.350,65:19.570,La cerra.
65:22.790,65:30.286,Y el tema de físicamente es verdad que puede ser el prototipo que yo tal porque se asemeja a Nico.
65:30.318,65:36.958,¿Si te pones a mirar tú te lo has creído?
65:36.974,65:37.454,Ni tú.
65:37.502,65:39.834,"Que tú quieras a Nico, te lo compro."
65:39.882,65:41.994,Pero que Miguel está más bueno que Nico.
65:42.042,65:43.338,Está más bueno que Nico.
65:43.514,65:45.242,"¿Bueno, bailamos un ratito más?"
65:45.346,65:45.578,Sí.
65:45.594,65:47.790,Obvio que Miguel se pone celoso.
65:48.210,65:50.170,"Mira, mira cómo me va a mirar ahora."
65:50.250,65:51.950,Miren cómo me va a mirar.
65:53.090,65:55.242,"Alguien se baña conmigo a la piscina, que está lloviendo."
65:55.306,65:56.510,Yo contigo.
65:58.130,66:00.394,Miguel lo da punta sin hilo.
66:00.522,66:01.770,"Escucha, escucha."
66:01.850,66:10.090,No solo Miguel por el enamor de esa mujer.
66:20.110,66:24.550,Yo solo quiero que los solteros vayan de aquí diciendo Quiero una novia como Ruth.
66:24.710,66:27.334,Que soy el puto sueño de mujer que todo hombre quiere.
66:27.382,66:39.380,Que yo lo sé realmente soy una persona que le puede mover el suelo y creo que realmente siente por mí.
67:04.690,67:06.470,Tienes que cuidar que estoy mal.
67:42.620,67:43.556,Abrázame.
67:43.668,67:44.276,Abrázame.
67:44.308,67:45.300,Todavía estoy mal yo.
67:45.340,67:47.080,Abrázame y pídeme perdón.
67:49.030,67:49.886,"Hola, David."
67:49.998,67:50.654,Pídeme perdón.
67:50.702,67:51.650,Dobby.
67:55.670,67:56.286,¿Cómo está?
67:56.358,67:57.250,Cuéntame.
67:57.910,68:00.610,Que ha hecho el mismo polvo que hace conmigo.
68:01.190,68:02.158,Se han llevado los dos.
68:02.214,68:03.330,Han sido felices.
68:04.070,68:05.118,Que disfruten.
68:05.214,68:07.934,Dejarlo libre al fin y de verano.
68:07.982,68:08.638,Es para ti.
68:08.734,68:13.006,Me duele pensar que Álex puede no estar acordándose de mí cuando yo sí que lo estoy haciendo.
68:13.198,68:17.820,Lo nombro muchísimas veces en la villa y me duele lo que nos está pasando.
68:22.640,68:23.580,Vente.
68:26.000,68:27.624,"Cada día te veo más guapa, hija."
68:27.672,68:28.808,Fíjate lo que te digo.
68:28.904,68:31.260,Está comenzando a tener sentimientos.
68:33.920,68:38.056,Si no estuvieras tú verás algo bueno.
68:38.088,68:42.430,"¿Si no estuvieras yo, a lo mejor tú eres Dirgy, no?"
69:10.820,69:13.996,Si mi relación con Marieta acabara aquí sí que me veo fuera.
69:14.028,69:14.572,Con Gabriela.
69:14.636,69:17.920,"Al principio no, pero ahora sí que me veo con Gabriela fuera."
69:21.860,69:24.364,Las imágenes han sido peores de lo que te esperabas.
69:24.412,69:28.892,"Sí que es verdad que no soy celoso, pero un poco me ha preocupado y me ha molestado."
69:28.956,69:31.361,"Rollo muy pegado, muy acaramelados."
69:31.475,69:36.649,"Bueno, lo que tengas que ser, ya lo verás."
69:37.789,69:40.565,¿Tendremos otra cita después de la hoguera?
69:40.757,69:42.329,"Hombre, espero que sí."
69:42.749,69:43.845,Tiene calor.
69:43.877,69:44.489,Sí.
69:47.549,69:48.809,¿Se van a liar?
69:53.229,69:54.329,"Veremos, veremos."
69:54.829,69:56.409,Mañana teoría.
69:57.080,69:59.648,"¿Y utilizas tu manta, la quieres?"
69:59.824,70:01.984,Es que voy a pasar mucho frío esta noche.
70:02.112,70:02.980,No quiero.
70:08.200,70:10.020,"Para, que ya no soy bueno."
70:12.200,70:12.980,Gracias.
70:15.160,70:16.544,"Buenas noches, papá."
70:16.672,70:17.408,Descansa.
70:17.424,70:18.128,Vale.
70:18.304,70:25.056,"Bueno, Andrea, cada vez estoy más a gusto, pero ahora mismo estoy preocupado porque Ana se está acercando cada vez más a Napoli."
70:25.088,70:28.850,"Y evidentemente no me gusta ver a mi novia tan cerca un chico, porque nunca lo he visto."
70:45.030,70:47.690,"Bueno, esta noche has estado bien."
70:49.270,70:52.210,Qué alegría que estéis una noche contento.
70:54.870,70:56.798,You know what I'm thinking.
70:56.894,70:58.350,See it in your eyes.
70:58.430,71:00.270,You hate that you want me.
71:00.390,71:00.942,Hate it.
71:00.966,71:01.886,When you cry.
71:01.998,71:03.870,You're scared to be lonely.
71:04.030,71:05.518,Especially in the night.
71:05.614,71:06.942,I'm scared that I'll miss.
71:07.006,71:09.038,You happens every time.
71:09.174,71:11.022,I don't want this feeling.
71:11.086,71:12.750,I can't afford love.
71:12.830,71:16.174,"I try to find results, to pull us apart."
71:16.302,71:20.250,It ain't working cause you're perfect and i know that you're worth it.
71:39.350,71:42.570,"Quiere la camisita para dormir sobre la Dámela, por favor."
72:13.840,72:15.100,Buena noche.
72:22.640,72:25.128,Me gusta cuando Napoli está cerca mío.
72:25.144,72:29.112,Pero me da miedo que se me pase la opción de darle un beso a Napoli.
72:29.176,72:38.258,Y de momento siento que no estoy preparada para hacerlo contigo.
72:38.274,72:40.230,Pero prefiero que descanses en tu habitación.
72:44.490,72:45.506,"¿Qué hago, tío?"
72:45.538,72:46.418,Me gustan tus chanclas.
72:46.434,72:50.270,Me las voy a quedar bien.
72:51.130,72:52.230,Qué bonita.
72:53.130,73:02.150,"Si te tienes que traer algo de arriba, tráetelo tirando para que no estés aquí con la ropa esta de fiesta."
73:16.850,73:17.990,"No, dame una."
73:20.130,73:21.722,Solo quiero dormir a chuchar y ya está.
73:21.746,73:23.386,Yo con ganas a tomar por culo.
73:23.498,73:23.930,Ya está.
73:23.970,73:24.938,Pero dormir a chucharos.
73:24.954,73:25.994,Ya verás cómo vas a gusto.
73:26.042,73:27.230,"Bueno, vale, Ok."
73:31.270,73:33.294,Esta noche vuelvo a dormir con Julen.
73:33.342,73:33.950,Me apetece.
73:34.030,73:35.022,Yo quiero darle un abrazo.
73:35.086,73:38.090,"Él también, pero no creo que pase nada más."
74:09.680,74:10.940,¿Qué piensa?
74:13.280,74:16.780,Es que me gusta le hagas eso y que me estoy conteniendo.
74:45.090,75:16.930,There's a few lines that I want un rime por última vez.
75:18.350,75:25.050,Así que eres un peligro.
75:26.830,75:28.230,Me he dejado llevar con Mónica.
75:28.310,75:30.166,He llegado a pasar la barrera del beso.
75:30.198,75:32.090,"Me ha gustado, no lo puedo negar."
75:38.040,76:08.850,"Después de besarla se me ha complicado todo y he seguido pensando en que Mariona es más fuerte que ese beso, sabiendo que no, que no es el momento."
76:10.230,76:11.902,Y vuelvo a romperlo.
76:11.966,76:23.902,"Jugarme la vida, cambiarme los miedos, taparme la herida, cosente los rotos, pasar de los míos, volviéndome loco y vuelvo a romperlo."
76:23.966,76:31.980,"Jugarme la vida, callarme los miedos, taparme la herida, coserte los ro no quiero, no quiero."
76:34.400,76:36.140,Eso no es amor.
76:38.160,76:45.736,Yo hablando con mi cabeza nadie sabe lo que siento.
76:45.768,76:46.360,"¿Daniel, por qué?"
76:46.400,76:49.912,"Adri, yo no quiero seguir ya más."
76:50.016,76:52.728,Y yo no puedo.
76:52.904,76:53.736,Ok.
76:53.928,76:55.500,Ayer besa Mónica.
76:57.560,77:06.176,"Sí, pero fueron 15 20 s y ya me han bastado para darme cuenta que no puedo avanzar más aquí con Mónica ni con nadie."
77:06.368,77:08.336,Y porque hice el paso ayer.
77:08.528,77:13.792,A veces dar un beso va bien para saber si fluyes más.
77:13.816,77:18.352,"Pues es como Hostia, vale, sigo con esta chica y demás."
77:18.416,77:26.630,"Pero es que fue darle el beso y y empezarme a rayar y decir vale, no puedo más."
77:29.890,77:31.390,"¿Qué pasa, Adri?"
77:32.930,77:34.230,Que no puedo más.
77:35.250,77:37.630,Me he dado cuenta que ahora quiero más de lo que pensaba.
77:38.050,77:42.362,Ella siempre me dice que ella está más enamorada que yo.
77:42.466,77:44.750,"Mejor, tú estás más enamorado que ella."
77:46.880,77:53.740,¿Te has dado cuenta que la quieres más de lo que tú piensas y que no puedes perderla y empezar tu vida sin ella?
77:54.480,77:56.072,Me he levantado hecho una mierda.
77:56.136,78:03.304,Me he dado cuenta de que Mariona está por encima de todos los besos o todo lo que pueda llegar a hacer.
78:03.392,78:06.300,Y no me gustaría que Mariona no pudiese llegar a entenderlo.
78:12.010,78:12.706,Buenos días.
78:12.738,78:13.990,Peligrosas.
78:24.570,78:34.322,No me he levantado tranquila con Julen al lado.
78:34.386,78:35.970,La verdad es que no me siento mal.
78:36.090,78:39.196,No estoy pensando en este momento en Adri.
78:39.308,78:41.196,Al final he sido yo misma.
78:41.228,78:43.440,Me ha apetecido y es lo que importa.
78:56.980,78:57.996,No digas nada.
78:58.028,78:59.520,Corre y ábrete.
79:02.340,79:02.652,¿Qué?
79:02.676,79:03.940,Está cambiando mi siesta.
79:04.280,79:06.368,La estaba oliendo toda la noche.
79:06.544,79:08.180,"Estamos frente, frente."
79:08.520,79:10.420,"Levanta, levanta."
79:12.120,79:14.736,Te vas a lavar que no te veo.
79:14.928,79:16.580,Tengo los ojos cerrados.
79:19.080,79:22.336,"¿Esta cosa que estás haciendo es una parte súper íntima, lo sabes?"
79:22.448,79:24.500,Yo prefiero esto que todo lo demás.
79:26.040,79:34.150,"Despertarte, arribarte y esto también."
79:35.410,79:37.498,Napoli ha venido a despertarme.
79:37.594,79:38.746,Ya me dijo que lo iba a hacer.
79:38.818,79:40.586,Al final empezamos el día juntos.
79:40.618,79:42.234,Empezamos el día hablando.
79:42.282,79:44.470,"Así que bueno, me despierto bien."
80:01.820,80:04.440,Yo no pensaba que iba a echar ana tanto de menos.
80:06.060,80:08.804,Ha hecho una barbaridad de menos por las mañanas.
80:08.932,80:23.854,No soy yo que haya pensativo.
80:23.982,80:25.210,¿Has dormido bien?
80:26.310,80:27.374,Tenía una pesadilla.
80:27.422,80:31.534,Ya tendrás oportunidad de hablarlo con ella y ya te dará las explicaciones que tiene que dar.
80:31.622,80:33.902,Ella lo que está haciendo es gastando como de madura.
80:34.046,80:35.246,"Pero la está cagando, hermano."
80:35.278,80:36.622,"Vas a tener tú la razón, bro."
80:36.726,80:38.590,"No va a saber qué decirte, yo creo."
80:38.750,80:39.890,¿Qué te va a decir?
80:41.830,80:43.694,Tú ya tienes que saber que el maduro eres tú.
80:43.742,80:47.112,Porque a ella se le doy la flapa y se lo explicas.
80:47.176,80:48.072,¿Por qué me está diciendo esto?
80:48.096,80:52.140,"Si yo te quiero, te he respetado, te no sé qué y está diciendo esto no tiene ningún tipo."
80:55.280,81:01.260,Hoy me despierto un poco pensativo después de lo que me encontré en la hoguera.
81:01.600,81:03.064,Estoy un poco perdido.
81:03.192,81:11.300,Si el día de mañana lo podemos hablar y eso no cambia no me puedo permitir estar con una persona que es capaz de hablar así de mi.
81:11.710,81:14.438,Tú tienes una energía que está bacana.
81:14.534,81:17.030,Tú le pones el sábado a mi semana.
81:17.110,81:18.662,¿Tú no tienes amigas?
81:18.806,81:19.878,¿Nos sentamos aquí?
81:19.974,81:21.894,"Lo siento, no me quiero meter en el agua todavía."
81:22.022,81:28.678,"Uy, me va a costar un poquito más el día."
81:28.814,81:41.306,"Sí, no sé, me llegó la intuición de que la quiere besar y no la besa por todavía queda mucho hacía."
81:41.338,81:42.586,A lo mejor la besa.
81:42.698,81:43.710,¿Te quiere?
81:45.170,81:45.818,¿Si me quiere?
81:45.834,81:48.590,"¿No sé, eso tú crees que alguna vez te han querido de verdad?"
81:49.810,81:51.626,"Una vez sí, Peter."
81:51.738,81:52.970,¿Qué pasó con eso?
81:53.090,82:03.030,"No sé, al final cuando tienes o sea, cuando tienes relaciones lo que haces es comparar y comparo y digo ahí sí, aquí no."
82:05.920,82:17.740,"Sí, pero es fuerte que digas que te pregunto si te han querido alguna de verdad y me digas que sí, que una vez, porque aquí te estás dando cuenta que no quita, me ha querido bien fuera de aquí."
82:19.520,82:23.800,"¿Sí, pero después me pongo a pensar sí, pero una persona que te quiere bien hace lo que ha hecho él?"
82:23.840,82:24.820,No lo sé.
82:25.440,82:29.654,Tus ojos veo decepción todo el rato.
82:29.782,82:32.374,¿Con qué cara voy a llegar yo a mi casa a decirle todo eso a mi madre?
82:32.462,82:36.918,¿Le voy a decir que la persona que ella veía que me miraba como nadie está mirando a otra?
82:36.934,82:41.158,"Y aparte planteando seguirse sin mí y aparte jugando el hielito, que era algo impensable."
82:41.254,82:49.718,"Me he llegado a replantear que Nico va a pasar otro límite porque sé que quiere darle un beso y no se lo da porque pues no lo sé por qué, pero yo siento que sí se lo quiere dar."
82:49.854,82:54.530,Y creo que eso es lo peor que tú puedes ver en unas imágenes un novio que se contenga a un novio que lo hace.
82:57.080,83:00.128,"Bueno, contarnos cómo ha sido vuestra primera noche durmiendo."
83:00.224,83:01.680,¿Han habido almohadas de por medio?
83:01.760,83:06.048,"¿Sí, pero os habéis echado la piernecilla por encima o ni eso?"
83:06.104,83:07.872,Él me quería abrazar y yo no lo dejaba.
83:07.936,83:17.216,"No, mentira, al final al final te abrazaba algo así y el cojín lo tiraba y lo ponía y yo lo tiraba y lo ponía, lo dejaba lejos, lo acercaba."
83:17.328,83:20.740,Es que necesitaba compañía después de la hoguera.
83:22.640,83:24.760,Estoy confiando cada vez más en Julen.
83:24.840,83:30.380,"Me lo creo, lo veo en su mirada y al final es que si no confiara no tendría sentido."
83:41.680,83:45.144,"Bueno, quería hablarte sobre las sensaciones de ayer."
83:45.192,83:50.390,Tú ya sabes que estábamos evitándonos todo el rato las caras porque podía pasar.
83:50.890,84:01.870,"Pasó y si te soy sincero, pues me gustó, pero pensé en Mariona también."
84:02.170,84:03.190,Te entiendo.
84:03.930,84:09.350,Sí que es verdad que no me arrepiento de lo de ayer.
84:10.090,84:11.670,Simplemente estoy triste.
84:12.020,84:14.092,"Sí, pero tampoco quiero que estés más conmigo."
84:14.236,84:14.812,"No, no, no."
84:14.836,84:16.316,Yo no voy a estar diferente contigo.
84:16.348,84:17.644,Yo quiero seguir conociéndote.
84:17.692,84:20.988,¿Puede salir un vínculo súper especial de aquí y quién sabe?
84:21.084,84:27.212,"O sea, yo lo que quiero de momento es la paz que me estabas dando."
84:27.356,84:29.160,"Que no cambie, por favor."
84:29.620,84:31.120,Una persona maravillosa.
84:39.240,84:43.820,Me gustaría que Mariona entendiese que he venido a tentarme de una forma muy real.
84:44.360,84:52.340,"Igual me he dejado llevar por lo que me transmitía Mónica y he pasado el límite, pero sigo pensando que Marion está por encima."
84:54.040,84:57.888,"Mona aquí tiene la ciencia cierta, en plan que su novia no va a caer."
84:57.984,84:59.360,¿Tenéis esa espina?
84:59.520,85:00.320,La duda siempre.
85:00.440,85:02.460,"Yo claro, yo estoy un 80, el 0,1."
85:02.482,85:02.726,%.
85:02.748,85:07.630,"80 % de que no cae, 1 20 % de que sí."
85:07.970,85:09.390,O igual hasta menos.
85:10.370,85:11.498,Igual luego me doy la flapa.
85:11.514,85:14.106,"Yo un 95 90 10 estoy, la verdad."
85:14.138,85:16.910,¿Y tú no ves que haya conexión entre Napoli y tu novia?
85:17.250,85:19.750,"Sí que hay, sí, conexión sí que hay."
85:20.290,85:23.194,No sé si conexión hay un tonteo que se pone.
85:23.242,85:26.970,"Yo tenía mis dudas, pero ahora ya sé cómo es tu novia."
85:27.050,85:27.674,Se deja querer.
85:27.722,85:30.356,"Hermano, le ponemos ya sé cómo es tu novia."
85:30.468,85:35.860,Hace la deja querer y sabe perfectamente además quién es Nápoles.
85:35.940,85:42.772,"Igual por hablar, beso, pero no, no pienso que se deja querer."
85:42.836,85:45.156,Me esperaba Napoli así lo veo un personaje.
85:45.268,85:47.060,Pero confío mucho en mi relación.
85:47.140,85:55.100,Yo creo que nos vamos a ir juntos de aquí.
86:53.600,86:54.616,"Chiqui, parejón."
86:54.648,87:05.340,"Hacen esto también la pareja más bonita y la nuestra no, es que ella está luchando fuerte, no puede resistirse."
87:07.680,87:09.016,"Eso sí que es difícil, tío."
87:09.048,87:09.768,¿Tenés ganas de dejar?
87:09.784,87:10.580,Si no puede.
87:11.200,87:12.300,"Mira, mira."
87:23.690,87:24.670,Muy bien.
87:24.970,87:25.870,Yo también.
87:29.930,87:31.426,¿Has puesto mi camiseta?
87:31.538,87:31.922,Sí.
87:31.986,87:32.514,¿Por qué?
87:32.602,87:33.950,Porque me ha venido bien.
87:35.050,87:43.020,"A ver, en tu cabezona estás pensando me quiero ir en la cocina, quiero ir al sofá, por ahí, porque aquí estoy incómoda."
87:43.100,87:43.532,Dilo.
87:43.596,87:45.640,No estaba pensando eso.
88:03.950,88:07.290,"El ruido, este ruido mi relaja."
88:08.430,88:09.046,Me encanta.
88:09.078,88:15.010,"Que no es el lugar, son las personas."
88:15.630,88:19.478,Siempre he dicho que si estás enamorado de una persona no puedes tener una conexión con otra.
88:19.654,88:22.486,Tengo una conexión muy fuerte con Napoli.
88:22.518,88:27.210,"Y eso es lo que mi cabeza, al no entender, descuadra muchísimo."
88:41.240,88:42.020,Hola.
88:42.760,88:44.240,¿Nos ponemos una camiseta?
88:44.400,88:44.912,¿Qué tal?
88:44.936,88:45.456,Pues sí.
88:45.488,88:46.640,"David, ponte una camiseta."
88:46.720,88:47.660,"Dale, Bo."
88:48.280,88:48.736,Por favor.
88:48.768,88:50.060,"Chicas, vosotras también."
88:50.680,88:52.020,Todos conmigo.
88:52.360,88:54.506,"Cuando Sandra entra, o sea, nos alteramos."
88:54.538,88:56.750,No sé qué tiene que nos tensionamos.
89:00.930,89:04.550,"Chicos, estoy aquí porque tengo que comunicaros algo."
89:06.450,89:08.906,"Como sabéis, este es el Collar del Veto."
89:09.098,89:12.561,Tiene el poder de vetar a una de vosotras durante 24 h.
89:12.576,89:18.670,La portadora del collar deberá abandonar la villa inmediatamente.
89:22.300,89:25.108,"¿Chicos, a quién creéis que vuestras chicas han vetado?"
89:25.204,89:27.684,Creo que la ultra vetada puede ser Zaira.
89:27.732,89:28.324,¿Por qué?
89:28.412,89:35.924,"Porque es muy juguetona, se le pone complicada a David y la veo muy avanzada con él."
89:36.092,89:37.428,"¿David, tú qué crees?"
89:37.524,89:40.852,Yo creo que puede ser o Paula o Tamara.
89:40.996,89:43.796,No creo que nuestras novias nos quieran vetar.
89:43.908,89:51.970,"Creo que puede ser la suya, porque la que más veo que se le ha ido un poco la olla y que suelta comentarios que no tal, entonces pienso que puede ser la de Nico."
89:53.030,90:02.585,"Chicos, ha llegado el momento de conocer a la soltera vetada que tendrá que abandonar Villa Playa durante 24 h."
90:02.600,90:14.880,La soltera vetada es Gabriela.
90:23.300,90:24.620,"¿Te lo esperabas, Gabriela?"
90:24.700,90:25.932,"Sí, sí."
90:26.076,90:27.052,¿Por qué?
90:27.236,90:39.192,¿Sabiendo que aparte de conexión sexual hay mucha conexión mental y sentimental y yo desde que dijeron ayer del veto sabía Crees que Marieta tiene miedo?
90:39.336,90:40.392,¿Miedo a qué?
90:40.496,90:42.620,Miedo a que me lo lleva a Murcia.
90:44.080,90:48.060,"Alex, no sé, no lo entiendo."
90:48.560,90:57.140,"No sé si es por joder o igual que para un poco los pies, pero es que seguiría sin entenderlo porque ella ha hecho lo mismo que yo."
90:58.160,91:07.136,"Gabriela, lo siento mucho, eres la soltera vetada y debes abandonar ahora mismo Villa Playa por 24 h."
91:07.328,91:08.320,Puedes marcharte.
91:08.400,91:08.992,Adiós.
91:09.136,91:09.984,"Adiós, Gabri."
91:10.032,91:10.900,Chao.
91:13.160,91:18.620,Marita tiene muchísimo miedo de que Álex se pueda enamorar de mí.
91:19.720,91:24.832,"Álex, no te has despedido de Gabriela, Gabriela no se ha despedido de ti."
91:24.896,91:27.980,"Son 24 h, tampoco es un mes."
91:28.850,91:36.762,"Sí que puede ser que Marieta, al ver las imágenes con Gabriela, yo que sé, haya espabilado y se haya puesto a pensar en nosotros."
91:36.906,91:47.950,"Pero vamos, es que me parecería surrealista que para ella pensar en mí tenga que ver que yo he hecho algo con otra chica y no piense en mí ella haciendo algo con otro chico."
91:48.530,91:51.790,No lo entiendo que haya metido a Gabriela.
91:52.530,92:02.680,"Por una parte puedo entender que ella haya visto las imágenes y se haya parado a pensar en algún momento en todo lo nuestro, pero me hubiera encantado que lo hubiera hecho sin ver eso."
92:04.420,92:09.372,"Chicos, chicas, ya conocéis la decisión de quién ha sido la soltera vetada."
92:09.436,92:13.200,"Pero ahora, chicas, os pido por favor que me dejéis a solas con los chicos."
92:19.630,92:27.490,"Chicos, necesito hablar a solas con vosotros porque os veo muy bajos y algunos de vosotros no estáis nada bien."
92:28.430,92:30.490,Eso está a punto de cambiar.
92:32.110,92:39.930,"Chicos, uno de vosotros va a poder ver hoy a su novia durante 3 min."
92:43.950,92:45.566,Será frente al espejo.
92:45.718,92:51.438,"No podréis hablar, pero podréis expresar a través de vuestra mirada todo lo que sentís."
92:51.614,92:54.270,"Pero como siempre, tenéis que poneros de acuerdo."
92:54.350,92:55.133,Os doy 1 min.
92:55.148,92:59.630,Para que decidáis quién de vosotros va a poder ver a su chica.
92:59.710,93:00.450,Adelante.
93:00.790,93:06.210,"Chicos, yo querría hay un descompensado."
93:06.550,93:08.782,"Yo si me dan a mí, lo agradezco."
93:08.846,93:11.170,"Eres tú, claramente."
93:11.600,93:14.248,Aunque voy nervioso para venir.
93:14.344,93:15.592,"¿Cómo justifica eso, tío?"
93:15.656,93:15.848,Claro.
93:15.864,93:16.904,Es que no podemos hablar.
93:17.032,93:20.104,"Bueno, pero vas a entender, son 3 min."
93:20.152,93:21.240,"No, en verdad te entiendo."
93:21.400,93:22.760,Piénsate lo que puedo.
93:22.920,93:23.304,Vale.
93:23.352,93:24.024,"Ya está, chicos."
93:24.072,93:25.420,El tiempo ha terminado.
93:25.760,93:29.928,"¿Adri, quién crees que debe ver a su novia?"
93:30.024,93:39.406,"Pues muy a mi pesar, porque a mí me gustaría ver a Mariona, pero Nico lleva más tiempo en la experiencia y su relación está más descompensada."
93:39.438,93:41.758,Ahora mismo se lo dejo todo a él.
93:41.894,93:42.830,¿Alex?
93:42.990,93:44.334,Yo opino igual que Adri.
93:44.382,93:46.574,Creo que Nico se merece estar con ella.
93:46.622,93:46.974,Adelante.
93:47.022,93:48.574,Y que le dé explicaciones.
